,bids_id,condition,hypnosis_depth,procedure,description,session,Visual_lh_delta,Visual_lh_theta,Visual_lh_alpha,Visual_lh_beta,Visual_lh_gamma,Visual_rh_delta,Visual_rh_theta,Visual_rh_alpha,Visual_rh_beta,Visual_rh_gamma,Somatomotor_lh_delta,Somatomotor_lh_theta,Somatomotor_lh_alpha,Somatomotor_lh_beta,Somatomotor_lh_gamma,Somatomotor_rh_delta,Somatomotor_rh_theta,Somatomotor_rh_alpha,Somatomotor_rh_beta,Somatomotor_rh_gamma,DorsalAttention_lh_delta,DorsalAttention_lh_theta,DorsalAttention_lh_alpha,DorsalAttention_lh_beta,DorsalAttention_lh_gamma,DorsalAttention_rh_delta,DorsalAttention_rh_theta,DorsalAttention_rh_alpha,DorsalAttention_rh_beta,DorsalAttention_rh_gamma,VentralAttention_lh_delta,VentralAttention_lh_theta,VentralAttention_lh_alpha,VentralAttention_lh_beta,VentralAttention_lh_gamma,VentralAttention_rh_delta,VentralAttention_rh_theta,VentralAttention_rh_alpha,VentralAttention_rh_beta,VentralAttention_rh_gamma,Limbic_lh_delta,Limbic_lh_theta,Limbic_lh_alpha,Limbic_lh_beta,Limbic_lh_gamma,Limbic_rh_delta,Limbic_rh_theta,Limbic_rh_alpha,Limbic_rh_beta,Limbic_rh_gamma,Frontoparietal_lh_delta,Frontoparietal_lh_theta,Frontoparietal_lh_alpha,Frontoparietal_lh_beta,Frontoparietal_lh_gamma,Frontoparietal_rh_delta,Frontoparietal_rh_theta,Frontoparietal_rh_alpha,Frontoparietal_rh_beta,Frontoparietal_rh_gamma,Default_lh_delta,Default_lh_theta,Default_lh_alpha,Default_lh_beta,Default_lh_gamma,Default_rh_delta,Default_rh_theta,Default_rh_alpha,Default_rh_beta,Default_rh_gamma,Medial_Wall_lh_delta,Medial_Wall_lh_theta,Medial_Wall_lh_alpha,Medial_Wall_lh_beta,Medial_Wall_lh_gamma,Medial_Wall_rh_delta,Medial_Wall_rh_theta,Medial_Wall_rh_alpha,Medial_Wall_rh_beta,Medial_Wall_rh_gamma
98,25,experience3,0.0,embedded,control,3,1.5897347924817256e-24,1.1467588934798255e-24,1.0424672175353184e-24,9.098471239431238e-25,6.7156496586207125e-25,1.6979088076415543e-24,1.2213318279573108e-24,1.1087618128518355e-24,9.79002544703422e-25,7.286509139301398e-25,3.3712728832894436e-26,2.410871409490767e-26,2.208961711397489e-26,2.0526467740625884e-26,1.5637581121502028e-26,2.887454506433244e-26,1.9080498095393995e-26,1.829063877908087e-26,1.5237826254206014e-26,1.1018675237944556e-26,2.0417037561560694e-24,1.4656015203749254e-24,1.3079965941033231e-24,1.1680782525665914e-24,8.665745261519124e-25,1.3080742912393215e-24,9.313448809123536e-25,8.462154330401881e-25,7.38441538105547e-25,5.4616538901477405e-25,5.501903219250805e-25,3.7903316993182126e-25,3.4196479053650307e-25,2.97525689386823e-25,2.1751027249755934e-25,1.6853101829183015e-24,1.175196517352477e-24,1.080263068589523e-24,9.399122789670768e-25,6.923351112764199e-25,4.114385779529788e-24,2.9046411751986275e-24,2.6581074558287862e-24,2.2993677170918e-24,1.6927333999954282e-24,3.3081727270927686e-24,2.332161893478366e-24,2.0839258680952164e-24,1.8569059171994294e-24,1.3786313317174034e-24,3.768152965741986e-25,2.5977807728870304e-25,2.3345302037675853e-25,2.070180629778489e-25,1.5305704043727826e-25,1.2933304722827484e-24,9.030688461699295e-25,8.256832040046194e-25,7.213865996581366e-25,5.309184678213987e-25,5.785571934390807e-25,4.079611399350275e-25,3.5759510738669195e-25,3.1973489365947245e-25,2.3814899248214867e-25,4.7333262307376197e-26,3.337780493393235e-26,3.025172367568299e-26,2.9174449379261035e-26,2.1832081055083376e-26,9.161201623815352e-24,6.402048649741533e-24,5.9001350438121945e-24,5.086855563189889e-24,3.7019854314494744e-24,9.591621161138904e-24,6.712371880961419e-24,6.1560946304257415e-24,5.3504029415622646e-24,3.906456637004631e-24
99,25,experience4,0.0,whitenoise,hypnosis,4,2.2818259132973743e-24,6.136122263380382e-25,5.076664438866428e-25,2.653437115672775e-25,2.2664162374506696e-25,2.609541121361209e-24,6.743339063396488e-25,5.4268739117919075e-25,2.7643352872814588e-25,2.3622737140656423e-25,2.4017206071897944e-25,5.636290603410454e-26,3.82932448819115e-26,2.00714077043172e-26,1.530199260690195e-26,2.393519723136695e-25,4.336844585248594e-26,2.762934292745112e-26,1.447966240015802e-26,1.1547856817276099e-26,3.007255683701467e-24,8.616856000467777e-25,7.143641107656011e-25,3.6054269485840127e-25,2.9904311503568207e-25,1.9475255017895652e-24,4.882246140220496e-25,3.978745731528167e-25,1.8961241455746015e-25,1.5341456238980102e-25,2.5541755228339422e-24,4.9581517790646515e-25,3.4258408927100526e-25,1.3427339561856934e-25,9.172001430891592e-26,3.2736439828023235e-24,6.58998213351678e-25,4.681818266154227e-25,2.3915455891986488e-25,2.0329369647132008e-25,8.599264884550865e-24,1.764988525093842e-24,1.2576942487157983e-24,6.089017222157047e-25,4.990604054051062e-25,1.2711359660154285e-23,2.6085970507602814e-24,1.8368204367933583e-24,7.073418678415997e-25,5.0521033421476475e-25,4.154358281555346e-24,7.86750023471394e-25,5.080309467913299e-25,1.9384256618180201e-25,1.3157183847216536e-25,4.723001154107714e-24,8.865294615097941e-25,5.962297004671458e-25,2.604466397433494e-25,1.9583522193436172e-25,1.3821418982412583e-24,3.3466029713717893e-25,2.5599591625086563e-25,1.1229381877056518e-25,8.290850749527238e-26,1.2040308738851658e-24,2.4074361926224608e-25,1.648672397557651e-25,8.13014915923566e-26,6.795190669356486e-26,4.60669349587584e-23,8.322261043367599e-24,5.483710262309269e-24,2.2768846133801792e-24,1.7310850529882356e-24,4.949428368372525e-23,9.147606576523085e-24,6.1385365323954404e-24,2.4023931013896597e-24,1.743083951213112e-24
100,26,experience1,2.0,whitenoise,control,1,3.4107151370785315e-25,2.139023733530391e-25,2.659453435273273e-25,1.554210588164279e-25,5.746311830834101e-26,4.262062516037674e-25,2.620312601797645e-25,3.3229599056603093e-25,1.9938951942637016e-25,8.38265042939253e-26,8.588019766523192e-26,7.386638756913174e-26,6.968639657506585e-26,4.553069837087878e-26,2.459432753744384e-26,1.388598229637395e-25,1.0035690811170216e-25,1.0163566606145754e-25,6.487101026905372e-26,3.4598496947981217e-26,8.252461057849002e-25,4.148742241239731e-25,4.707747560457382e-25,2.700463619891182e-25,1.1627380682712195e-25,6.396094718627894e-25,3.1572258500575094e-25,4.361209216672286e-25,2.183554351055075e-25,8.674482288893318e-26,2.8083805371593536e-25,2.137732653770721e-25,2.3533913882719805e-25,1.3029110762860278e-25,6.495880548123825e-26,4.387553103098949e-25,2.985433672650079e-25,3.1248692349567503e-25,1.695467900824066e-25,7.835628052311612e-26,7.942447186280712e-25,5.743973558788045e-25,5.6988903341144985e-25,3.2451319844576923e-25,1.8162251673433648e-25,7.7215390146027925e-25,5.239520755961768e-25,5.867235167404015e-25,3.577347676325878e-25,2.174884714601639e-25,2.3080016868749924e-25,1.8805974298488563e-25,1.7782551558113983e-25,1.2297430311859468e-25,7.125220685042374e-26,3.353182943263703e-25,2.431856822234388e-25,2.412029866607006e-25,1.631256062526978e-25,9.44952213329006e-26,4.4477742823461965e-25,3.0384016419098204e-25,3.5177820779427465e-25,1.8702849291346038e-25,8.950291963280587e-26,4.512603141366373e-25,2.682884690473648e-25,3.3516150281503404e-25,2.008760546287307e-25,9.927920668432288e-26,1.6399925210904963e-24,1.2000433227910903e-24,1.2282485677698847e-24,6.921175209434528e-25,3.489307429654392e-25,1.6960527673597837e-24,1.1684605699100711e-24,1.300569588854706e-24,7.112098124895802e-25,3.499452515084556e-25
101,26,experience2,5.0,relaxation,hypnosis,2,2.893641862680709e-25,1.9479038096790723e-25,2.1876164374642595e-25,1.332003164234293e-25,5.050584262590039e-26,3.9489727579435926e-25,2.4176348916702506e-25,2.6268829324441616e-25,1.6488146548259602e-25,6.152732481630205e-26,7.817937565345086e-26,6.32639486551132e-26,5.602898443928946e-26,4.2031202959102886e-26,2.41736342801158e-26,1.105226010005882e-25,8.479588681714507e-26,8.757583373482647e-26,5.562112336792191e-26,2.9808633956151287e-26,6.196860369438153e-25,3.4969205654490137e-25,3.7291265513528247e-25,2.3711173695884586e-25,1.0230033944833304e-25,5.653230555294455e-25,3.0436864890677737e-25,3.8665475671641143e-25,1.9731737440931277e-25,7.739608486756096e-26,2.2339939738581843e-25,1.7141680582130567e-25,1.6668920172445092e-25,1.0756607686150464e-25,5.980900598678016e-26,3.5819549165392914e-25,2.451123923545535e-25,2.682228817184901e-25,1.522223740727315e-25,7.663405207504435e-26,7.0737585310630165e-25,4.382480770469186e-25,4.99128385187957e-25,2.7664845164996843e-25,1.4626440371103223e-25,7.281081567136575e-25,4.601528884541442e-25,5.238881225902765e-25,3.080354690953323e-25,1.7880176642296806e-25,2.199400296616724e-25,1.521309511694498e-25,1.8127380151492543e-25,1.306529077289564e-25,7.450833076981713e-26,3.063983958807119e-25,2.117759366783356e-25,2.329964713366125e-25,1.5795229033398425e-25,9.50250833404124e-26,3.5733488201582725e-25,2.449575153206944e-25,2.6708697027778705e-25,1.623378537756383e-25,7.716879705951089e-26,3.785854109447432e-25,2.409715297200857e-25,2.8641246398898144e-25,1.7317001347614252e-25,9.074086973119626e-26,1.3216278127130758e-24,9.363247559117582e-25,9.868864875703121e-25,5.637864901905012e-25,3.197048740018512e-25,1.5254101834447822e-24,9.659037882256347e-25,1.042287679249332e-24,5.9047252697136075e-25,3.156847693988113e-25
102,26,experience3,6.0,embedded,hypnosis,3,3.460497988214997e-25,2.396603586948294e-25,2.8816875023293404e-25,1.9489430823088164e-25,9.036009449285254e-26,4.899352687110461e-25,2.853189690956524e-25,3.57341819818773e-25,2.2053319753646845e-25,8.301067581839627e-26,8.775318268617931e-26,7.302758623507577e-26,7.161832977563356e-26,5.419977221124652e-26,3.521216932968495e-26,1.562818664329264e-25,1.1372667925238654e-25,1.197033015244292e-25,8.860322058187413e-26,5.198892600126396e-26,8.05472478231413e-25,4.859565886269882e-25,5.738447435307835e-25,3.325710219537257e-25,1.375766158018961e-25,7.260773702469377e-25,3.705307509589265e-25,6.170871219013694e-25,2.6120807409863085e-25,1.048339991641122e-25,3.3312783512246625e-25,2.658282221775e-25,2.9062971124440724e-25,1.9918055104233067e-25,1.3317987912082622e-25,4.706767152985443e-25,3.210845181057379e-25,3.4360527300986025e-25,2.2872591112323462e-25,1.338244461448939e-25,7.663360840538096e-25,7.120142575684737e-25,6.535072122777525e-25,4.03697586133617e-25,2.64210307754648e-25,1.074329188680398e-24,7.339623899801379e-25,7.875537046927656e-25,5.099893032085179e-25,3.5158969711609724e-25,4.819045088511318e-25,3.8327515119790985e-25,3.646954310805864e-25,2.837228451584492e-25,1.921189333862478e-25,6.539280842974604e-25,4.6176807854827765e-25,4.3274188415954745e-25,3.397029795373236e-25,2.1791964035721733e-25,4.457959175048952e-25,3.609294810218677e-25,3.301274503851357e-25,2.3251840316049126e-25,1.2800596775534996e-25,6.055433227102893e-25,4.275064687140143e-25,4.047204923035108e-25,2.796592673372707e-25,1.5746543858789536e-25,1.8350785957867103e-24,1.6119090723083014e-24,1.523524674651241e-24,9.870482315497318e-25,6.2220079890373375e-25,1.938867664788828e-24,1.4745855133101431e-24,1.4656744709274007e-24,9.139537685595683e-25,5.606085345972498e-25
103,26,experience4,5.0,confusion,control,4,3.063888617483428e-25,1.9479111509941024e-25,2.4222258543033576e-25,1.4466412781870402e-25,5.938681818943864e-26,4.318834288511533e-25,2.2586347445840004e-25,3.0405242247378504e-25,1.750063226409004e-25,6.44731799608738e-26,1.5467370471386327e-25,9.555740378903532e-26,1.0716313616478654e-25,5.410919689707194e-26,3.259019690157304e-26,2.544287289502838e-25,1.2807733876761457e-25,1.1670580569770376e-25,9.296847036007316e-26,4.733447762045084e-26,7.882102492097211e-25,3.654332266049029e-25,4.45235118966581e-25,2.572581396098993e-25,1.1492883164713739e-25,6.605294722443672e-25,2.9507058053289883e-25,4.4312194894671455e-25,2.13670352469994e-25,8.694291250055353e-26,1.0263357893358207e-24,4.621071700580521e-25,4.952725236197626e-25,2.827185198111711e-25,1.749487966696527e-25,8.653593163407596e-25,5.0214657925378065e-25,4.2948461915198135e-25,2.8777987951637857e-25,1.2740852998392632e-25,2.112599298841437e-24,9.564215824280184e-25,1.0777477429677643e-24,5.9193835672082865e-25,4.055870750444633e-25,1.5051732100731491e-24,6.717447930544857e-25,7.882397309541405e-25,4.646682684397022e-25,2.950036837398735e-25,1.5065979765355975e-24,6.3114956521670005e-25,6.316706310447707e-25,4.2583816649335525e-25,2.784368659757064e-25,8.326780162537547e-25,4.342530141081729e-25,3.856884516420284e-25,2.934912200637559e-25,1.6769584563694133e-25,8.216442283109271e-25,4.144647625925286e-25,4.447291173492333e-25,2.22260414117038e-25,1.3329373496171823e-25,5.757278070866703e-25,3.2114892723553777e-25,3.607262021826557e-25,2.490850362112971e-25,1.2926600608239451e-25,5.56278744599031e-24,2.5951901950999472e-24,3.0640215843097973e-24,1.507369642161492e-24,9.286174466182854e-25,4.393556615137903e-24,2.159410662282944e-24,2.486232306699569e-24,1.2621056608981175e-24,7.438218886996251e-25
104,27,experience1,3.0,relaxation,control,1,2.727576501708675e-25,7.875304885639427e-26,5.815890431921835e-26,3.1316992352331517e-26,1.8811296258315236e-26,3.1629124745832523e-25,9.386974220962254e-26,6.92271124534991e-26,3.560153895452357e-26,2.037805263468088e-26,1.158519507225228e-26,6.339200945117353e-27,6.667717351859453e-27,3.5932911858678944e-27,2.0486458261649528e-27,3.2392522355883724e-26,1.539209543884744e-26,1.4786735451799522e-26,9.251287460321924e-27,5.906400807114335e-27,4.615358085187558e-25,1.6778366027454869e-25,1.7729857864275355e-25,8.341991219889306e-26,4.56589911447066e-26,3.119869683164992e-25,9.551610275045992e-26,7.92839433493591e-26,4.639240203393873e-26,3.0172708413582617e-26,3.6294122233830327e-25,9.648710423095644e-26,6.200376875006298e-26,3.665393514688433e-26,2.1675368389620163e-26,3.52711086322278e-25,1.2197426351559124e-25,9.377033718064768e-26,6.131602572558e-26,3.882339818574981e-26,1.7945559618472296e-24,4.254128817111776e-25,2.495450868422331e-25,1.4665325234024516e-25,9.479164124121172e-26,1.800871237968343e-24,4.213839704493559e-25,2.3717320031615665e-25,1.423205784587999e-25,9.363937702075586e-26,8.220498486196581e-25,2.1762516226308357e-25,1.3234457644350223e-25,8.910623199672885e-26,5.960008505234498e-26,5.778918950350344e-25,1.4357221039859719e-25,8.703393619765461e-26,5.328600585493045e-26,3.5101396773045316e-26,8.14637866248013e-26,5.0245422017312325e-26,5.232219070658145e-26,3.027401236990783e-26,1.8311645708501832e-26,1.1432409168885987e-24,2.914127209249368e-25,1.8220188730833095e-25,1.0340109595733903e-25,6.306798818840123e-26,1.334373296870597e-23,3.1359145150914963e-24,1.7968222563648652e-24,1.0157217541289692e-24,6.2981330695641835e-25,1.1296936218683468e-23,2.65939076265708e-24,1.502581411492981e-24,8.531460861509202e-25,5.2742336554810145e-25
105,27,experience2,9.0,whitenoise,hypnosis,2,8.886321737760785e-26,5.454959769026247e-26,6.378562216879278e-26,3.3241803906908344e-26,1.961455006556296e-26,8.916533842129604e-26,4.826678999044288e-26,5.309134145837128e-26,2.815966271859289e-26,1.530229543952234e-26,1.0685868680475443e-26,6.406940042555402e-27,7.703947642502812e-27,4.49623114076678e-27,2.643384786266732e-27,4.62304214885088e-26,2.2232173668610563e-26,2.2359865455775262e-26,1.4518060372804304e-26,8.979837333903228e-27,1.879051301607409e-25,1.2225490218610103e-25,1.6283316296990302e-25,8.707157819392074e-26,3.723227812571372e-26,1.4430524243880683e-25,7.136785046396604e-26,7.557257948246056e-26,4.6591442554456366e-26,2.9847765078853925e-26,4.208201842445711e-26,2.5061521388062584e-26,2.900020133760023e-26,1.659988702907362e-26,8.549759692976677e-27,3.1684667904016946e-25,1.4432616615940298e-25,1.3306186157317149e-25,9.051722495170112e-26,5.879290366379603e-26,2.4507579440783005e-25,1.1956573004294866e-25,1.199822726235042e-25,7.543975926279545e-26,4.691962989792617e-26,2.5394854477827725e-25,1.158615467266567e-25,1.0548144347329771e-25,6.985151031338603e-26,4.739706159313317e-26,8.423532419478579e-26,5.098643099361895e-26,4.356247850291235e-26,3.394176284027063e-26,2.395468715596126e-26,1.515826649001705e-25,7.205397679915578e-26,6.451957602069334e-26,4.5496325232276863e-26,2.956865685195309e-26,1.208973471821138e-25,6.377039114403488e-26,6.591706458956138e-26,4.156562045953524e-26,2.474198738936235e-26,2.9092809815252703e-26,2.0499956410683574e-26,2.233126515097256e-26,1.495362528650144e-26,9.33713849185144e-27,6.8220526875593065e-25,3.355881644004739e-25,3.4434705312883046e-25,2.0932797635090505e-25,1.172630292585447e-25,9.583449199103111e-25,4.367246952351996e-25,4.2647373387672235e-25,2.5842774698922696e-25,1.5501585717836786e-25
106,27,experience3,9.0,confusion,hypnosis,3,7.115372375647358e-26,4.434768651154427e-26,4.7086442285750574e-26,2.5672833267430539e-26,1.4463140935082015e-26,7.375267039897634e-26,4.505037907951183e-26,4.5774672253548734e-26,2.56925536416128e-26,1.3392278209129583e-26,8.384696912345657e-27,5.91538187341472e-27,6.611824928967108e-27,3.9738503922311846e-27,2.4292395615669182e-27,2.3305321101330628e-26,1.5003398411560858e-26,1.5539899593659322e-26,1.0171981736856952e-26,6.2618555202413574e-27,1.9967546270138665e-25,1.1432417035485903e-25,1.501702326058258e-25,7.79103687091081e-26,3.6989467525417616e-26,7.455756815095513e-26,4.366138294794698e-26,4.863476783302429e-26,3.2209548458143937e-26,2.1175809737589862e-26,3.910368371457665e-26,2.4201061521713656e-26,2.5788558359534155e-26,1.491151932436037e-26,8.069344707510224e-27,1.6012112038804432e-25,9.451812953603768e-26,1.0052648256138738e-25,6.591715653740574e-26,4.0094553227047037e-26,1.5754025745721115e-25,8.917309331145938e-26,9.513222614391396e-26,5.924685387486824e-26,3.5104679142886196e-26,1.4667010702996852e-25,8.097562048309522e-26,8.246302881441659e-26,5.364526738129018e-26,3.359615321426166e-26,5.371891813469774e-26,3.4052654879651284e-26,3.472423206095125e-26,2.7255292486026867e-26,1.987308642196285e-26,8.409967314939392e-26,4.627638706642595e-26,5.049750993246741e-26,3.366430728693242e-26,2.0846356661885118e-26,7.807620958246109e-26,4.784588136195285e-26,5.357083536737219e-26,3.264882101829429e-26,1.8920001772448952e-26,4.638111933590268e-26,3.1440835469610795e-26,3.106938059108179e-26,1.958183626905622e-26,1.228995999662776e-26,6.499286209083033e-25,3.5430563206179093e-25,3.6824539450417415e-25,2.149414153379839e-25,1.1445251258765189e-25,7.886809046293811e-25,4.276118595437511e-25,4.315039035942275e-25,2.4751827502435813e-25,1.2944592303758636e-25
107,27,experience4,0.0,embedded,control,4,7.215554021843051e-26,4.884307945343081e-26,6.026897668647302e-26,2.6943839198708566e-26,1.246581143172541e-26,8.920387392599642e-26,5.545889359296173e-26,6.583016300151183e-26,2.9622246213485395e-26,1.28151194739953e-26,8.193861098543154e-27,5.768735921509839e-27,7.154808391698517e-27,3.455835949204011e-27,1.6652943534714344e-27,3.966547973905384e-26,1.5232157447351682e-26,1.5263680578230473e-26,8.422458323031422e-27,4.644594407188015e-27,3.0526248036072657e-25,2.032292288093244e-25,3.2543030072207173e-25,1.3578367954680713e-25,4.950018948262755e-26,7.819222743237087e-26,4.405426641724064e-26,5.654215482311417e-26,2.647972078580525e-26,1.3660786450914633e-26,5.196852549159011e-26,3.145735842184941e-26,4.121288699407778e-26,1.9062363404637544e-26,8.084959162576006e-27,1.918593376217652e-25,8.179933403478432e-26,7.911820184416773e-26,4.369598241531139e-26,2.386399121505484e-26,1.8540866643198545e-25,1.0078540691980378e-25,1.1552118584529233e-25,5.626558656147935e-26,2.5688752536877208e-26,1.9034344300596568e-25,7.221593883776987e-26,6.999954788818659e-26,4.150414454085263e-26,2.2919287568533244e-26,6.405602426780824e-26,3.724782032740357e-26,3.484511393773885e-26,2.199671410131574e-26,1.2745100802032928e-26,1.2134365081326683e-25,4.371728821913909e-26,4.2811306220238124e-26,2.679730003857642e-26,1.4213219278157832e-26,9.60599440860145e-26,6.011924037296312e-26,7.58999063937727e-26,3.589873551198526e-26,1.5334377371410835e-26,7.11764689048265e-26,3.339051025682643e-26,3.5795552193453305e-26,2.035894610119938e-26,1.211097056425234e-26,8.0492681944527025e-25,3.895547218533729e-25,4.601507992670892e-25,2.384079833152406e-25,1.0967521690721988e-25,8.72241468336766e-25,3.751703546579816e-25,4.033209373512948e-25,2.119745810336266e-25,1.0673698690577512e-25
108,28,experience1,7.0,confusion,hypnosis,1,2.1883284354293294e-25,7.870512879164565e-26,7.907953165259018e-26,4.921381863868673e-26,2.6624499971798804e-26,2.143310214901173e-25,7.160626295363194e-26,6.30811494521558e-26,3.962191231932138e-26,2.194260370758145e-26,5.938756230732861e-26,2.7313040109288196e-26,2.4998608796062678e-26,1.629804602543523e-26,7.482543099340755e-27,5.703614735241069e-26,2.731504422058106e-26,2.472584392451809e-26,1.559958825914787e-26,6.67759775059179e-27,2.8466675806143654e-25,1.0925716490709834e-25,1.1527878544526105e-25,6.508555354667298e-26,2.9882069541125044e-26,3.9642141054395454e-25,1.3012909577832846e-25,1.2635635273338269e-25,7.12086049512613e-26,3.472261147241004e-26,5.7836380479102205e-25,1.9766716331280768e-25,1.554686897724256e-25,9.012123798789532e-26,4.103408861700764e-26,1.2832771027687582e-24,3.726183353423354e-25,2.9061734246980514e-25,1.715156215123398e-25,7.667609468292577e-26,2.1244913245334023e-24,6.0088570318504745e-25,4.745022725987631e-25,2.850474024379888e-25,1.365722266344716e-25,1.4625748489579682e-24,3.993274351998549e-25,3.0765042438490508e-25,1.7949289363940635e-25,8.651539270093819e-26,1.3401915145425736e-24,4.095889085414504e-25,3.1448410765481294e-25,1.923053935599613e-25,9.21125048285105e-26,1.1953216626033491e-24,3.4643010939965117e-25,2.641565812810223e-25,1.614146450667956e-25,7.339036354265272e-26,3.333432756605647e-25,1.3946747484756449e-25,1.1081144416917101e-25,6.945226343220453e-26,3.123095714525887e-26,3.965000690673933e-25,1.4008665717464229e-25,1.1748053253579706e-25,7.165549235489748e-26,3.2860722658659085e-26,8.996533914984022e-24,2.5081408552133833e-24,1.954616868114097e-24,1.1584676754833304e-24,5.325263476320108e-25,7.5521401655672e-24,2.099569141217838e-24,1.6378871086200791e-24,9.630168071759882e-25,4.374548910436761e-25
109,28,experience2,4.0,embedded,control,2,1.1569556094826016e-25,6.397634342472385e-26,5.886915643202758e-26,4.053035183642625e-26,2.024364291834372e-26,1.0563520501941017e-25,5.275875333065735e-26,5.188497536242327e-26,3.446756183566706e-26,1.7576635636724124e-26,3.258056840661368e-26,1.835425715960951e-26,1.945143209402137e-26,1.4284487365423795e-26,8.039031613652983e-27,8.883287034605576e-26,2.8564067409055164e-26,2.5595871433256584e-26,1.5629938717729812e-26,6.1527759641974896e-27,1.7430830667099327e-25,8.69162774896422e-26,9.137168215700008e-26,5.402150141127142e-26,2.355135891458628e-26,1.7518778138667644e-25,8.589333060782675e-26,9.604905633917244e-26,6.096528322262812e-26,2.82111778509876e-26,2.3113115935269747e-25,9.387396614382822e-26,9.228098580704276e-26,5.515129022963754e-26,2.4688217129088446e-26,8.586502930168239e-25,2.325729771960681e-25,1.943361277575328e-25,1.207256449227749e-25,4.897696798468058e-26,7.984782434150052e-25,2.9072912986203958e-25,2.5384485628162166e-25,1.7152645955888823e-25,7.57479516311755e-26,7.316181931133404e-25,2.4616837763407303e-25,2.1197510914392182e-25,1.3248213628478429e-25,5.390280003022107e-26,5.405815284094005e-25,2.133376593189852e-25,1.863551692814878e-25,1.3732022066767606e-25,6.086629124436352e-26,7.237164491064857e-25,2.1096893014075107e-25,1.838786140719804e-25,1.1229232241382469e-25,4.6449585825422464e-26,1.9282656250589607e-25,9.142239004337392e-26,8.280625770756462e-26,5.401414697381829e-26,2.4356589773167948e-26,1.910660091058365e-25,8.754370061961378e-26,8.01168257096958e-26,5.1564340297150925e-26,2.139184912395574e-26,3.1090127000951278e-24,1.1647144026160641e-24,1.0818885902157822e-24,6.654299241479411e-25,2.6768195180988857e-25,3.120826123353955e-24,1.1003024017449243e-24,1.0069820115843137e-24,6.141506705129681e-25,2.49011039051208e-25
110,28,experience3,7.0,relaxation,control,3,1.6427806770124608e-25,7.594663126107153e-26,7.417244595261843e-26,4.656575737799291e-26,2.575845602283153e-26,1.7354369939891966e-25,7.269304176781991e-26,6.584445019371866e-26,4.2357192307127836e-26,2.25696020712726e-26,7.281895538618995e-26,2.742992833427359e-26,2.5657150856651422e-26,1.6304058594578214e-26,6.614586300749774e-27,8.15372735017089e-26,2.872910370243789e-26,2.5733704581384036e-26,1.6490374695218391e-26,6.527736247700646e-27,2.262068049478612e-25,9.24063185161033e-26,9.243290393665612e-26,5.881315183745964e-26,2.818660870770376e-26,3.3648739258342017e-25,1.2336854112731766e-25,1.214483073249091e-25,6.989534610258764e-26,3.4794604746734126e-26,6.869208125636103e-25,1.8883247717055277e-25,1.4529280631393617e-25,9.159417384856992e-26,3.653315151094695e-26,1.4459918047097766e-24,3.6182731646833618e-25,2.7633654996237158e-25,1.6983723224642842e-25,6.610516896913764e-26,1.9848310128913833e-24,5.386669343713607e-25,4.267323298133478e-25,2.68466689618031e-25,1.1912117276785125e-25,1.5404024557854458e-24,3.8418310623689747e-25,2.9975612923135187e-25,1.8339957882877756e-25,8.487640084598064e-26,1.3795519275003586e-24,3.7517179574916318e-25,2.8262680756880107e-25,1.8023975977880675e-25,7.823515363874119e-26,1.3550608158757031e-24,3.334310850098576e-25,2.4830367074523056e-25,1.5666589595310935e-25,6.298578362173834e-26,2.6794030410864507e-25,1.1171221381407876e-25,9.359388881350022e-26,6.289077686762089e-26,2.914686812656641e-26,4.730840510260321e-25,1.345620380097612e-25,1.1007714049226334e-25,6.931714136889409e-26,2.9867131445277767e-26,9.54101431920996e-24,2.42373038012366e-24,1.8709771376258796e-24,1.0947608770029112e-24,4.414624945507565e-25,8.140808283155122e-24,2.0699411066556847e-24,1.5904234163112375e-24,9.384391349579271e-25,3.774942673720167e-25
