,bids_id,condition,hypnosis_depth,procedure,description,session,Visual_lh_delta,Visual_lh_theta,Visual_lh_alpha,Visual_lh_beta,Visual_lh_gamma,Visual_rh_delta,Visual_rh_theta,Visual_rh_alpha,Visual_rh_beta,Visual_rh_gamma,Somatomotor_lh_delta,Somatomotor_lh_theta,Somatomotor_lh_alpha,Somatomotor_lh_beta,Somatomotor_lh_gamma,Somatomotor_rh_delta,Somatomotor_rh_theta,Somatomotor_rh_alpha,Somatomotor_rh_beta,Somatomotor_rh_gamma,DorsalAttention_lh_delta,DorsalAttention_lh_theta,DorsalAttention_lh_alpha,DorsalAttention_lh_beta,DorsalAttention_lh_gamma,DorsalAttention_rh_delta,DorsalAttention_rh_theta,DorsalAttention_rh_alpha,DorsalAttention_rh_beta,DorsalAttention_rh_gamma,VentralAttention_lh_delta,VentralAttention_lh_theta,VentralAttention_lh_alpha,VentralAttention_lh_beta,VentralAttention_lh_gamma,VentralAttention_rh_delta,VentralAttention_rh_theta,VentralAttention_rh_alpha,VentralAttention_rh_beta,VentralAttention_rh_gamma,Limbic_lh_delta,Limbic_lh_theta,Limbic_lh_alpha,Limbic_lh_beta,Limbic_lh_gamma,Limbic_rh_delta,Limbic_rh_theta,Limbic_rh_alpha,Limbic_rh_beta,Limbic_rh_gamma,Frontoparietal_lh_delta,Frontoparietal_lh_theta,Frontoparietal_lh_alpha,Frontoparietal_lh_beta,Frontoparietal_lh_gamma,Frontoparietal_rh_delta,Frontoparietal_rh_theta,Frontoparietal_rh_alpha,Frontoparietal_rh_beta,Frontoparietal_rh_gamma,Default_lh_delta,Default_lh_theta,Default_lh_alpha,Default_lh_beta,Default_lh_gamma,Default_rh_delta,Default_rh_theta,Default_rh_alpha,Default_rh_beta,Default_rh_gamma,Medial_Wall_lh_delta,Medial_Wall_lh_theta,Medial_Wall_lh_alpha,Medial_Wall_lh_beta,Medial_Wall_lh_gamma,Medial_Wall_rh_delta,Medial_Wall_rh_theta,Medial_Wall_rh_alpha,Medial_Wall_rh_beta,Medial_Wall_rh_gamma
10,3,experience3,1.0,embedded,control,3,8.808370394896574e-25,2.2995788045667227e-25,1.609400755224998e-25,1.668982154713693e-25,1.3483413714087028e-25,3.8089574709577194e-24,3.8573380654904223e-25,1.7181669022934527e-25,1.7208666100365192e-25,1.4032808498836267e-25,8.373614693972251e-25,1.0984094429992345e-25,5.025669736888237e-26,5.414224184516047e-26,4.453445083978816e-26,9.675723811084076e-25,3.1741669083257657e-25,2.313455247911896e-25,2.8133053530577795e-25,2.455716443623254e-25,1.4764810685278792e-24,4.6781822891429235e-25,3.128031639454773e-25,3.505344523740689e-25,2.9929149435925515e-25,2.4172813984005028e-24,5.140682939612948e-25,3.418884972818866e-25,4.3312087467777445e-25,3.808088712086253e-25,1.0713937236092809e-23,9.933274991494815e-25,4.1178097721264728e-25,4.001101990353231e-25,3.138356951873263e-25,4.525097940871806e-24,9.88383791090138e-25,6.6736573422255025e-25,7.6982213191702535e-25,6.472459985131962e-25,1.1358957441623408e-23,1.2471771536851895e-24,6.059607124147084e-25,6.319194356485244e-25,5.016077958938986e-25,8.41311683885757e-24,1.402419335471424e-24,8.523905850220186e-25,9.045150366677842e-25,7.498205750094186e-25,5.8943814883467606e-24,6.245535120752696e-25,2.6952589236555147e-25,3.5143359872728623e-25,3.1678025863559828e-25,3.397385634490986e-24,8.621143816702061e-25,5.831221728772437e-25,7.508995295038561e-25,6.730328499815437e-25,5.6927531365710416e-24,5.7876186774399725e-25,2.4627579290111105e-25,2.375623740851914e-25,1.8474575290036563e-25,1.3961977792870707e-24,3.927923875499001e-25,2.6220413369225697e-25,3.008974925293916e-25,2.679600799965833e-25,4.856770011225821e-23,5.135483567935596e-24,2.3509035347269902e-24,2.1140069178743848e-24,1.5386894142766484e-24,5.752422860892891e-23,5.873923080797669e-24,2.6871475107567788e-24,2.5253569444604052e-24,1.9014463506043424e-24
11,3,experience4,0.0,relaxation,control,4,4.269100508231076e-25,3.1257635982698245e-25,2.427539905992571e-25,2.429421291209164e-25,1.7906937168815227e-25,3.9782088054566304e-25,2.7253363816268103e-25,2.0479648923628887e-25,2.217508576742374e-25,1.7483473475521615e-25,3.470643371978022e-26,1.939175446263027e-26,1.5193202441361407e-26,1.813951007712836e-26,1.522548002768385e-26,6.820023205306614e-25,5.4378450637210775e-25,4.0567541512974e-25,3.7842832117756734e-25,2.8066236068900217e-25,7.135633905243745e-25,5.3604159833013105e-25,4.104065473820253e-25,4.004587341130458e-25,2.9085373472100933e-25,1.0802400131532807e-24,8.30342757670813e-25,6.1572553678452905e-25,5.777701803476172e-25,4.270827154656247e-25,6.286258412888748e-25,4.0159755530578704e-25,3.052024191320756e-25,3.1682734094321616e-25,2.5102240843055074e-25,2.1039581974451035e-24,1.6410725320370915e-24,1.21050540554181e-24,1.1334888284565568e-24,8.298278860571246e-25,1.5603914917524235e-24,1.058914280073121e-24,7.785488783631018e-25,7.579730747044902e-25,5.586052214283088e-25,2.8504804374620677e-24,2.1353948149337715e-24,1.5924181020274378e-24,1.5070723323157754e-24,1.093170780211733e-24,6.5517963860194335e-25,4.507449975084254e-25,3.3797525991640803e-25,3.826433632890541e-25,2.9724460401849937e-25,2.0371207495975608e-24,1.5886029693150324e-24,1.1805368829572796e-24,1.1071518331744938e-24,8.156137887357374e-25,4.013760119711833e-25,2.509387454634078e-25,1.9813076487805209e-25,2.0637784315124456e-25,1.6597078315836025e-25,9.617759018687902e-25,7.34227233467216e-25,5.481992245215856e-25,5.294304641253499e-25,3.9108554123451713e-25,4.6229731091519124e-24,3.107274428906368e-24,2.2837668158069497e-24,2.2135084341865406e-24,1.6315456552030896e-24,5.453710539213363e-24,3.750974251273837e-24,2.7782276448899744e-24,2.6856820554267503e-24,1.9815587172179468e-24
12,4,experience1,6.0,whitenoise,control,1,1.6302940263489518e-25,1.171462869357958e-25,1.3293063908264244e-25,7.393559379842701e-26,2.934381927180519e-26,1.4497062729728544e-25,9.54849099541018e-26,1.0848103124592135e-25,5.805081843983089e-26,2.4263732527618982e-26,4.870093369965623e-26,3.817356506694686e-26,3.3685161244087953e-26,1.9723772906188935e-26,1.0136410022548932e-26,6.633170722814631e-26,4.1631364849350895e-26,4.077458023739933e-26,2.492903213511054e-26,1.1861002521299767e-26,2.668786729086005e-25,1.6141943504614174e-25,2.401016152189386e-25,1.0931076956272698e-25,4.476852099805422e-26,2.3534685263292803e-25,1.1928471007257503e-25,1.6152392948699738e-25,7.973181694008903e-26,3.3629004754247977e-26,2.142183272085541e-25,1.3526390934489142e-25,1.0887436170325765e-25,6.187142166613421e-26,2.9613617178769283e-26,4.110025978081449e-25,2.1293013067267788e-25,1.766889510095808e-25,9.5042133314657e-26,3.997678669343373e-26,4.1477106305924575e-25,2.2643312627317544e-25,1.85010512914394e-25,1.1220577273124216e-25,6.651111849301769e-26,4.768520831379382e-25,2.6492305407080856e-25,2.0562658497639733e-25,1.088368257873918e-25,5.251151866116171e-26,3.972777441000405e-25,1.98458585017159e-25,1.6827814280658798e-25,8.988747861357778e-26,5.094078425050657e-26,4.172058668945821e-25,2.0055844582386812e-25,1.4599884774294555e-25,7.921785330985534e-26,3.902291364624843e-26,2.509552584858428e-25,1.532356978851012e-25,1.3219349965532882e-25,7.550971102878299e-26,3.403804947006157e-26,2.4799208538569747e-25,1.4898517459185378e-25,1.3332527793076109e-25,7.778351393668187e-26,4.195825458208183e-26,1.8295873889194602e-24,9.894769938405696e-25,7.126379141827932e-25,3.956000029841813e-25,2.0122450364980077e-25,1.7411370298971272e-24,9.34675845412459e-25,6.799331990814567e-25,3.642192272991917e-25,1.761047610294536e-25
13,4,experience2,0.0,embedded,hypnosis,2,4.11847589890228e-25,2.6093689330515157e-25,2.172289159023384e-25,1.2578971036488948e-25,7.351409176723935e-26,4.1210997629978847e-25,2.648344311712178e-25,2.1862980599435515e-25,1.2866525383800247e-25,6.564701240755164e-26,1.2409660511646208e-25,8.728466631744125e-26,6.576929229940992e-26,4.1480617205560064e-26,2.655660244137349e-26,1.3370943760729628e-25,8.060238494765243e-26,6.829414079769828e-26,4.2752102954977596e-26,2.3591171672898318e-26,3.175972556150292e-25,2.047124898988232e-25,2.7731419041843907e-25,1.2714391998055215e-25,6.51805454620407e-26,3.934856361976834e-25,2.286549642883714e-25,2.527045035212231e-25,1.2750296959746892e-25,6.796220686475815e-26,1.0192268887548027e-24,5.3641518683212855e-25,3.839528078123875e-25,2.204052801451425e-25,1.3821132372524574e-25,3.3534867768600175e-24,1.862467492130662e-24,1.2031409191978962e-24,6.849240972508931e-25,4.497520728913221e-25,3.654477633319442e-24,2.01157203554448e-24,1.4027943240332071e-24,7.798373928234968e-25,5.077634473565331e-25,3.551102714842776e-24,1.791481757875771e-24,1.0908805388425086e-24,6.177234620443313e-25,4.0734175866509104e-25,2.65607930726966e-24,1.5211944551118271e-24,1.0409325573329755e-24,5.832929785756916e-25,3.7969973238147983e-25,3.611688436194958e-24,1.935307650525022e-24,1.2354847483100814e-24,7.4346299362358365e-25,4.803362224938864e-25,6.243066772906947e-25,3.5169608013416204e-25,2.7841926765629613e-25,1.7551104247944583e-25,1.0966180144534235e-25,1.0502045279177007e-24,6.287071297161035e-25,4.5238183827313535e-25,2.9087293964785736e-25,1.8249555963789987e-25,1.698730308627971e-23,8.963855636873937e-24,5.7150085007148456e-24,3.1776838934957823e-24,2.029028395991765e-24,1.7071655664634222e-23,9.274311197911265e-24,5.8323907852898025e-24,3.2440910734529544e-24,2.0728890659471908e-24
14,4,experience3,7.0,relaxation,hypnosis,3,2.2664390704949573e-25,1.4646786599736654e-25,1.4649742023164686e-25,7.560830661262036e-26,3.62655240073576e-26,1.9917335981424692e-25,1.242799897658932e-25,1.2068780264448505e-25,6.404958746444771e-26,3.272882135316142e-26,7.483022915185779e-26,5.072843004347498e-26,4.257795098257656e-26,2.668760153483101e-26,1.4262621150676318e-26,8.399340663861432e-26,5.356647344486562e-26,4.657562928253574e-26,2.784714442203207e-26,1.52491120586033e-26,3.082522221036237e-25,1.8755902763946392e-25,2.544444039827865e-25,1.2136154258196711e-25,5.155833919067448e-26,2.151802041590838e-25,1.3122447557015985e-25,1.7038842338361234e-25,8.401345176769475e-26,4.028069095518369e-26,3.1334818745197727e-25,1.5810411791166268e-25,1.2111312632919345e-25,6.255548805214187e-26,3.4962767623368587e-26,7.5466862852096175e-25,2.8797786352736465e-25,1.8577334942279136e-25,1.0218145434808868e-25,7.343528221814809e-26,1.0453147805725682e-24,3.530839034416076e-25,2.3262534464876668e-25,1.1847549857283705e-25,8.421358364779657e-26,8.787266173615713e-25,3.300525648912721e-25,2.25176106229256e-25,1.2646052565883916e-25,9.041388846671147e-26,5.5119931463017055e-25,2.09762095818014e-25,1.4381655777641012e-25,8.203912327765627e-26,5.170042247575192e-26,8.542422654108241e-25,2.2502758129221665e-25,1.4368075277888346e-25,8.972563495050879e-26,6.512800586870653e-26,3.0841834340110757e-25,1.76258594440009e-25,1.473367216690787e-25,7.08557761367363e-26,3.529542349989799e-26,5.076105007509897e-25,1.6872078043249755e-25,1.4308759855497256e-25,7.795237188179499e-26,4.6932286924730223e-26,3.8887074288764364e-24,1.400044671956131e-24,1.0520920476801567e-24,5.140589809385023e-25,3.2876245325723934e-25,3.7233581384054325e-24,1.3729026480220658e-24,9.718416472284828e-25,4.887320761983349e-25,3.197657792631044e-25
15,4,experience4,0.0,confusion,control,4,2.2630175485783192e-25,1.4443679165613988e-25,1.5484086885144631e-25,8.617533667503947e-26,4.0074344576783887e-26,1.7726572154155267e-25,1.0892218689030731e-25,1.3542528346966112e-25,6.328676570761832e-26,2.5693813615720032e-26,7.671846261793103e-26,5.672179441239132e-26,5.768112593042808e-26,4.2604527023336627e-26,2.733428576072207e-26,8.719371823273232e-26,5.202272787106152e-26,4.966679162667654e-26,2.821095068628638e-26,1.48320751210958e-26,3.1807550026913317e-25,2.072220992344021e-25,3.1381581054977147e-25,1.5047912949119403e-25,6.910973528270957e-26,2.8393854788968886e-25,1.4196118660808548e-25,2.0663502393490435e-25,9.665185361150694e-26,3.9082311795422334e-26,3.0029335236772834e-25,1.7071628607373726e-25,1.7230203828710732e-25,1.157326767653183e-25,6.46960952227465e-26,7.435999157322861e-25,3.224165753017448e-25,2.2029648509145364e-25,1.0734962285283701e-25,7.208503957654163e-26,8.838294692913075e-25,3.3877913432086685e-25,2.4299542864030624e-25,1.4548165428738725e-25,1.251164382374766e-25,7.415733055647608e-25,3.3784716562436806e-25,2.4036655430764237e-25,1.1444477818965196e-25,6.961854672887639e-26,5.582611601681315e-25,2.453895597099184e-25,1.7746150503599528e-25,1.0273305761297048e-25,9.309331430875996e-26,6.899550696170739e-25,2.7735484134079005e-25,1.7840654402260676e-25,1.0221012972916206e-25,7.623195795313099e-26,2.7839105697150904e-25,1.7561455715797898e-25,1.840886112363082e-25,1.1780412838737818e-25,6.716341523982825e-26,4.3421621482175205e-25,1.9524567462414825e-25,1.646424671806906e-25,8.614556049265566e-26,5.53180993442253e-26,3.58465992852012e-24,1.4457635773483992e-24,1.1396120820963566e-24,5.286009093055871e-25,4.093039875150661e-25,3.541841292634381e-24,1.4689013662601743e-24,1.073521794952174e-24,4.651461889480515e-25,3.4867473016533582e-25
16,5,experience1,4.0,relaxation,control,1,1.6075595369277446e-25,7.938189522815692e-26,7.551535204866008e-26,5.869310606906079e-26,3.075152541502055e-26,3.004150424184451e-25,9.77763067609247e-26,7.765249601392816e-26,5.982591239945849e-26,3.500634434997899e-26,3.9121588021326695e-25,6.915933817535565e-26,4.9932701912789084e-26,4.205629300656513e-26,2.573457985871691e-26,8.534839319196978e-26,3.450220564046885e-26,2.8796560514626343e-26,2.8072580984855265e-26,1.88689132359405e-26,1.3652514213770471e-24,2.355314674890377e-25,1.7979944378023747e-25,1.581847909520954e-25,9.061071713503774e-26,4.1003874702807766e-25,1.1875692467251847e-25,9.411997521417176e-26,7.999269434154897e-26,5.090260989982634e-26,7.327290656096539e-24,8.865206215182112e-25,4.890552626171422e-25,4.5429920364907225e-25,3.7555648584793385e-25,8.587571161159865e-25,2.270457201836249e-25,1.4476869601057989e-25,1.2908034781138175e-25,1.0446581197695952e-25,1.5984384683061265e-23,1.8214380019226806e-24,9.026233504346211e-25,7.928862692104692e-25,6.7683500557090675e-25,2.244892510902082e-24,3.411902667154744e-25,2.1530257568771118e-25,1.6009416086204352e-25,1.213658502329169e-25,1.0915214509856337e-23,1.2621740739556532e-24,6.666190261069746e-25,6.335894093212217e-25,5.45308449867889e-25,1.4238394778074744e-24,2.3884746402349744e-25,1.6590947502935028e-25,1.4839234420251618e-25,1.217808438026994e-25,3.7339720621505546e-24,4.5656588380198035e-25,2.5077745870045128e-25,2.2171861268018547e-25,1.8252170928990292e-25,1.6216622354566404e-24,3.012604420580773e-25,2.001220705886244e-25,1.8826130188048015e-25,1.3742061078125247e-25,2.766919684381945e-23,3.3056250615650933e-24,1.7504237055773244e-24,1.4941255198303051e-24,1.2094752169120358e-24,1.439036275012791e-23,1.9616895265750883e-24,1.1475592382714351e-24,8.947888666449212e-25,6.589661016350081e-25
17,5,experience2,7.0,whitenoise,hypnosis,2,2.9664682630744268e-25,7.705944735048274e-26,6.792917392158162e-26,5.175631019304214e-26,2.5129219656525668e-26,3.462808086564892e-25,7.622367872064228e-26,6.462213496438799e-26,4.892930717543696e-26,2.5085226588411966e-26,4.2134425132598544e-26,2.3946089710143e-26,1.9499687548688452e-26,1.7422802433390472e-26,1.0398631211267766e-26,1.2201592359527232e-25,2.778419784850479e-26,2.5500891215941616e-26,2.0920805992622836e-26,1.1099348569890042e-26,5.6061757683708125e-25,1.094868222945342e-25,1.139293088370677e-25,9.299250352705644e-26,5.206045622362458e-26,2.700385927400682e-25,9.349775544837824e-26,8.694922542998629e-26,7.297354753321677e-26,4.100096376167481e-26,8.562576951755782e-25,1.7322007397267085e-25,1.4094742980298809e-25,1.1848601155527509e-25,8.361249606551265e-26,5.441031801529946e-25,1.144576363735393e-25,9.431848892286717e-26,6.898255492745809e-26,3.6355343788082776e-26,2.358060119793364e-24,4.366031151924156e-25,3.4689043874698784e-25,2.8847201961542237e-25,2.0353153369409256e-25,1.6184265418207171e-24,2.3819603822484262e-25,1.9390727180170729e-25,1.3622810376003305e-25,7.954516323722887e-26,1.5078261769755116e-24,2.626695412917624e-25,2.179581176014657e-25,1.8577578005771824e-25,1.2724707165034249e-25,6.32853901245021e-25,1.3316513340538456e-25,9.339445887455924e-26,7.869458530682309e-26,4.740808300440689e-26,9.894350779512594e-25,1.2144254898795235e-25,1.0399734295987029e-25,8.778159011631564e-26,5.457856019232048e-26,3.839586023858305e-25,1.5433844717256392e-25,1.3895342654715694e-25,1.1566417145758368e-25,7.317400389054273e-26,5.311492664012652e-24,6.604718450608423e-25,5.313426152304025e-25,4.131637912034525e-25,2.680775172215053e-25,4.6907213068007764e-24,5.903802487916863e-25,4.833354350023678e-25,3.5561417182026443e-25,2.0860081498401684e-25
18,5,experience3,5.0,embedded,control,3,1.8416303273286556e-25,1.0047157161422812e-25,9.089163022326758e-26,6.200600654369235e-26,3.11988508019366e-26,4.228527154262997e-25,1.2350804011793636e-25,1.010562212278373e-25,7.746846742478237e-26,5.122664034427253e-26,5.150752346908306e-25,6.267091258188233e-26,4.8448954173539536e-26,4.215408941980041e-26,2.716590857448113e-26,9.331456967657636e-26,3.324130015863922e-26,3.447688869437597e-26,2.443498137025674e-26,1.4328371199067248e-26,1.7683604570484074e-24,2.0622626419808243e-25,1.6657150635120743e-25,1.3132642766630534e-25,7.72524237026854e-26,5.414354215121911e-25,1.1964481491528663e-25,9.949143905689356e-26,7.63079602536132e-26,4.3497520533715676e-26,1.0376992367156725e-23,7.024134756774566e-25,4.043404539671584e-25,2.7795410370675066e-25,2.3807621381837894e-25,9.80957589007456e-25,1.846827780060143e-25,1.6425724391920816e-25,1.1373686825507325e-25,7.638447683973961e-26,2.257958577657839e-23,1.461442636468181e-24,8.014076591132256e-25,4.771304705837986e-25,4.726116648644455e-25,2.961032409746936e-24,3.380301667897398e-25,2.5874331747377173e-25,1.849012215357596e-25,1.4587865882986344e-25,1.54280900584046e-23,1.0137614084435055e-24,5.511338264116417e-25,3.4935629185077603e-25,3.2867821193351845e-25,1.738374564740274e-24,2.070735442644254e-25,1.801797943671782e-25,1.33603353981958e-25,9.114948497684464e-26,5.3356227164942124e-24,3.46043538424153e-25,2.2922588642009838e-25,1.4119636327106685e-25,1.2617208576591796e-25,2.5564587912960916e-24,3.2915461773313773e-25,1.9846315948569279e-25,1.5488762111837555e-25,1.1978978132078636e-25,3.961462801387869e-23,2.87787825166519e-24,1.5660036019721884e-24,9.331860570074418e-25,8.239324728576389e-25,2.0534042481651592e-23,1.861473782453727e-24,1.169579741667018e-24,6.930670010357116e-25,5.152717333757268e-25
19,5,experience4,8.0,confusion,hypnosis,4,2.0318260202307668e-25,1.1513439574432643e-25,9.21592925138574e-26,6.593997915186714e-26,3.8938735152244004e-26,2.3783525028434987e-25,1.1960006271812211e-25,9.896056943862174e-26,7.589970940050317e-26,4.6395706876030565e-26,4.8911142155129895e-26,2.600424391791067e-26,2.1299878596063243e-26,1.7277345838316742e-26,1.0455500896525611e-26,9.420840073041478e-26,3.851778610236952e-26,3.306583022220693e-26,2.8233497796352967e-26,1.8222149548342704e-26,2.3401909108958607e-25,1.231340696946171e-25,1.0375399962433948e-25,8.485614484590482e-26,5.605439196500148e-26,2.355788544272566e-25,1.275300637816654e-25,1.0847926873533532e-25,8.343417806427136e-26,5.017746453346647e-26,2.302180389427649e-25,1.1542588492459176e-25,9.446568219693396e-26,6.891210661703455e-26,3.965926839628395e-26,5.5456804497405515e-25,2.0256047483056256e-25,1.7283336153875156e-25,1.526001970138294e-25,9.683342741800776e-26,6.935327391113469e-25,3.037820302053787e-25,2.3208257944398945e-25,1.834908994418926e-25,1.1716228954201546e-25,5.501187594488995e-25,2.7110573412171344e-25,2.2763909842407226e-25,1.7904137852504805e-25,1.1567984695564226e-25,3.489070148805683e-25,1.3803775905759237e-25,1.1750393096467595e-25,1.009868759815962e-25,5.853777747201221e-26,3.4560695911681406e-25,1.2686514556510906e-25,1.1423979275489553e-25,1.0369065994334676e-25,6.38115114489435e-26,2.2354277981550364e-25,1.0845965515783836e-25,9.99424897172853e-26,7.45116786634484e-26,4.67483777903758e-26,2.079105532678823e-25,1.08030009381647e-25,1.0164196879965392e-25,7.225093679387782e-26,4.2866081136739694e-26,1.5879561613198542e-24,7.485486901973324e-25,5.4749750921076615e-25,4.050530688985948e-25,2.4170098603929186e-25,1.710622595625681e-24,7.731990326110808e-25,6.073886077351584e-25,4.564366941898108e-25,2.7386468238019283e-25
20,6,experience1,5.0,confusion,control,1,7.89617273212503e-26,5.626857485513637e-26,5.395493401972238e-26,3.8201612577642597e-26,2.3041049939345907e-26,1.1279681114571318e-25,7.148591624282227e-26,6.876311910970157e-26,5.296051888520625e-26,3.5198473544911847e-26,1.7415304990691234e-26,1.2748391606442636e-26,1.0864782349023579e-26,7.668255200003184e-27,5.0555232514578616e-27,3.486702466465187e-26,2.157068932203623e-26,1.9994642271357782e-26,1.2706585385905996e-26,7.438583221342634e-27,1.212927194315634e-25,1.0014410542116242e-25,7.896649733721409e-26,4.715933855848634e-26,2.669176716134213e-26,1.4193400116967344e-25,9.485728874738828e-26,8.736593521059595e-26,4.51516764187796e-26,2.2314164564762875e-26,2.3648339308375046e-25,1.0748832438357773e-25,9.516611162117195e-26,8.121282861301739e-26,6.306977990873377e-26,2.0745465615874907e-25,1.0188739528389186e-25,8.27047200022693e-26,7.426041495655031e-26,5.0635158399744397e-26,4.303082948526785e-25,1.7401706151394015e-25,1.4444708213002576e-25,1.3994621822597195e-25,1.0654781989015585e-25,3.8436989148725904e-25,1.8355019274409929e-25,1.604189294031061e-25,1.461763834855671e-25,1.067775887476515e-25,3.405008697224735e-25,1.6044829371271834e-25,1.3376584318206743e-25,1.2577582187010892e-25,1.01892689701668e-25,3.025448060958037e-25,1.3392688107404275e-25,1.040048151157046e-25,1.082626926131648e-25,7.886973447134379e-26,8.403040501825298e-26,5.266694139639836e-26,4.4357766798789e-26,3.053410967510096e-26,2.017512203692555e-26,1.311576695168224e-25,7.736957349950884e-26,6.170028351889732e-26,4.700434966133056e-26,3.256930732738047e-26,1.7566656711182575e-24,7.85174069196068e-25,6.737427843778398e-25,5.443352707627219e-25,4.263492723665101e-25,1.6416900282195376e-24,7.121064808498132e-25,6.162182809987923e-25,5.032683141587977e-25,3.878326048761422e-25
21,6,experience2,5.0,relaxation,hypnosis,2,1.498077952829277e-25,6.432597900630873e-26,5.927563339292689e-26,3.427907095270393e-26,2.24113465126282e-26,2.213284075574507e-25,1.1669868062737423e-25,9.650182048119002e-26,5.809447103317598e-26,4.023121776732555e-26,2.797057478388912e-26,1.7803364220624393e-26,1.3944362685415217e-26,9.512092676644727e-27,5.783725935928401e-27,5.168868787265139e-26,3.245091496430111e-26,2.667150620382512e-26,1.4853560667346995e-26,8.333903073247604e-27,2.067325957845551e-25,1.229897522613151e-25,9.8846850025039e-26,5.274658760444876e-26,3.199014071130111e-26,2.2049656815246225e-25,1.3717207836270563e-25,1.2381931998239506e-25,5.781200683904764e-26,2.844167025060513e-26,9.059461937003946e-25,2.866945279307715e-25,1.8991018413005679e-25,1.4705888423588418e-25,1.23626228707802e-25,3.742373531206744e-25,1.9299104362213876e-25,1.3537259888739952e-25,8.202747515123855e-26,5.57627211522817e-26,1.0849422273310014e-24,3.7516371613769263e-25,2.6371703339075525e-25,1.854177418416244e-25,1.4880966838483296e-25,1.2912309216356052e-24,4.151547262086155e-25,2.6474120914473564e-25,1.9276007471601503e-25,1.6531601027262072e-25,1.4227017278071983e-24,4.475373874670059e-25,3.0211495938658208e-25,2.4332166677900817e-25,2.111725666508333e-25,5.515768316485691e-25,2.326974361194237e-25,1.574703042008955e-25,1.0678658335774655e-25,7.74462948101085e-26,1.8004722787698023e-25,8.630327880027113e-26,7.061296240474568e-26,4.5682211138123816e-26,2.848697984498846e-26,2.6842095747556247e-25,1.3048057683128901e-25,9.751886237346028e-26,5.634938890455384e-26,3.8191874427241005e-26,5.6126025575147095e-24,2.1639827537811798e-24,1.4846164984801291e-24,9.803300436939038e-25,7.271967237043454e-25,4.592591957796887e-24,1.796626956482908e-24,1.1881977262856331e-24,7.98697265600168e-25,5.8727455698505075e-25
22,6,experience3,2.0,embedded,control,3,1.6209530229746394e-25,9.883173173728406e-26,8.144610811010743e-26,5.331845768037374e-26,3.583526970578899e-26,2.7276062359293303e-25,1.6495490873713885e-25,1.2220253068388818e-25,9.383642218073144e-26,6.758902509170296e-26,3.0867552791876277e-26,1.8069352286925726e-26,1.4960761695458387e-26,9.767638641359736e-27,6.2290446062229726e-27,7.054628790144288e-26,3.5893296695683743e-26,2.822871878187958e-26,1.7153911218745338e-26,1.1357715563216942e-26,2.3437292683806005e-25,1.6337681719183172e-25,1.2030680459646035e-25,7.32039661199185e-26,4.551764142720025e-26,2.2927597855116488e-25,1.6085744090890725e-25,1.3612070966598009e-25,6.665609993509634e-26,3.694098204815947e-26,8.689208528994008e-25,4.43395503208596e-25,3.367283480106374e-25,2.5145340526000503e-25,1.823275456382019e-25,7.8846522380105815e-25,2.9806770061740584e-25,2.1004699617673635e-25,1.454190741032068e-25,1.0213907480901304e-25,1.6554622913488088e-24,7.283368500045056e-25,5.450310966166961e-25,3.927146537051764e-25,2.8008218598039917e-25,1.418918400601624e-24,6.199458662564662e-25,4.8209518521862315e-25,3.652448047043872e-25,2.6548301902445003e-25,1.5292094382909983e-24,7.266164864900476e-25,5.554411547907322e-25,4.2272623883491785e-25,3.2113826060056254e-25,1.1215541643308283e-24,4.626179757748341e-25,3.1736926760458763e-25,2.3542072783811983e-25,1.6068660881855306e-25,1.8033056663299025e-25,9.949335788551298e-26,7.398631925622691e-26,4.7693933370487164e-26,3.359961978068423e-26,3.420171500247039e-25,1.5887758711122885e-25,1.183845455525867e-25,7.801090262239784e-26,5.630219707245359e-26,6.84887118463669e-24,2.924202011723581e-24,2.2486973863059112e-24,1.4725778458826808e-24,1.1185728064663516e-24,5.9254136158196424e-24,2.4030993101319902e-24,1.7609207213100803e-24,1.2209696294636455e-24,9.034738165255382e-25
